Repositorio,created_at,updated_at,language,merged_pull_requests,releases,open_issues,closed_issues,closed_issues_percent
openssl/openssl,2013-01-15T22:34:48Z,2025-08-20T19:03:31Z,C,145,30,1513,9235,85.92
jamiebuilds/the-super-tiny-compiler,2016-03-11T04:19:18Z,2025-08-20T16:32:31Z,JavaScript,20,0,0,0,0.0
telegramdesktop/tdesktop,2014-05-02T12:36:31Z,2025-08-20T21:17:01Z,C++,1742,30,882,14357,94.21
viraptor/reverse-interview,2019-09-08T13:38:40Z,2025-08-20T14:40:39Z,,0,0,0,0,0.0
MichaelCade/90DaysOfDevOps,2021-12-26T13:55:18Z,2025-08-20T08:17:34Z,Shell,0,2,0,0,0.0
VSCodium/vscodium,2018-08-13T14:26:58Z,2025-08-20T17:15:56Z,Shell,0,30,0,0,0.0
eugeneyan/applied-ml,2020-07-04T18:57:47Z,2025-08-20T21:26:42Z,,0,0,0,0,0.0
caolan/async,2010-06-01T21:01:30Z,2025-08-20T20:34:27Z,JavaScript,0,7,0,0,0.0
LizardByte/Sunshine,2021-12-15T23:38:57Z,2025-08-20T23:04:45Z,C++,0,30,0,0,0.0
GitbookIO/gitbook,2014-03-31T03:01:56Z,2025-08-20T17:14:08Z,TypeScript,0,30,0,0,0.0
linera-io/linera-protocol,2021-12-19T04:09:21Z,2025-08-20T20:48:37Z,Rust,0,18,0,0,0.0
digitalocean/nginxconfig.io,2018-01-05T14:21:14Z,2025-08-20T19:41:55Z,JavaScript,0,0,0,0,0.0
alibaba/druid,2011-11-03T05:12:51Z,2025-08-20T14:49:32Z,Java,0,30,2252,2285,50.36
jashkenas/backbone,2010-09-30T19:41:28Z,2025-08-20T07:05:31Z,JavaScript,876,0,42,2364,98.25
NginxProxyManager/nginx-proxy-manager,2017-12-20T23:01:16Z,2025-08-20T21:36:18Z,JavaScript,526,30,914,2085,69.52
dnSpy/dnSpy,2015-07-01T16:05:10Z,2025-08-20T15:47:44Z,C#,53,1,0,0,0.0
swagger-api/swagger-ui,2011-07-15T22:56:39Z,2025-08-20T22:02:39Z,JavaScript,3306,30,1210,4426,78.53
datalab-to/marker,2023-10-30T20:14:08Z,2025-08-20T23:30:38Z,Python,199,30,265,291,52.34
acheong08/ChatGPT,2022-12-03T14:35:24Z,2025-08-20T15:15:51Z,Python,257,30,11,792,98.63
zhiwehu/Python-programming-exercises,2012-06-14T07:56:46Z,2025-08-20T21:23:13Z,,0,0,68,17,20.0
python-telegram-bot/python-telegram-bot,2015-07-07T15:30:39Z,2025-08-20T22:19:46Z,Python,1636,30,15,2264,99.34
mobxjs/mobx,2015-03-14T14:31:38Z,2025-08-20T14:42:12Z,TypeScript,1143,30,58,1914,97.06
JedWatson/react-select,2014-08-26T04:27:45Z,2025-08-20T20:22:43Z,TypeScript,1051,30,0,0,0.0
nagadomi/waifu2x,2015-05-17T07:29:15Z,2025-08-20T14:07:02Z,Lua,0,3,0,0,0.0
aquasecurity/trivy,2019-04-11T01:01:07Z,2025-08-20T22:01:23Z,Go,0,30,0,0,0.0
ChartsOrg/Charts,2015-03-20T10:49:12Z,2025-08-20T14:30:09Z,Swift,0,30,0,0,0.0
lenve/vhr,2018-01-04T08:57:51Z,2025-08-20T14:47:28Z,Java,0,0,0,0,0.0
google/python-fire,2017-02-21T21:35:07Z,2025-08-20T14:30:15Z,Python,0,12,0,0,0.0
frappe/erpnext,2011-06-08T08:20:56Z,2025-08-20T22:57:04Z,Python,0,30,0,0,0.0
tailwindlabs/headlessui,2020-09-16T09:53:09Z,2025-08-20T19:46:42Z,TypeScript,0,30,0,0,0.0
qianguyihao/Web,2017-01-03T11:44:33Z,2025-08-20T11:00:41Z,,0,0,0,0,0.0
geekcompany/ResumeSample,2014-09-08T08:08:13Z,2025-08-20T12:56:04Z,,0,0,0,0,0.0
t3-oss/create-t3-app,2022-05-24T13:31:01Z,2025-08-20T22:11:26Z,TypeScript,1112,30,63,675,91.46
raysan5/raylib,2013-10-24T15:46:04Z,2025-08-20T22:23:52Z,C,2125,24,21,2009,98.97
michalsnik/aos,2015-07-09T17:49:00Z,2025-08-20T13:18:43Z,JavaScript,38,0,344,360,51.14
nginx/nginx,2015-06-23T10:26:27Z,2025-08-20T21:43:43Z,C,95,8,174,172,49.71
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,2025-08-20T17:55:10Z,Jupyter Notebook,235,0,157,90,36.44
getredash/redash,2013-10-28T13:19:39Z,2025-08-20T23:16:20Z,Python,3233,30,616,1956,76.05
kingToolbox/WindTerm,2019-10-09T19:56:09Z,2025-08-20T23:28:37Z,C,1,30,2179,564,20.56
BerriAI/litellm,2023-07-27T00:09:52Z,2025-08-20T23:28:23Z,Python,5300,30,863,5684,86.82
YMFE/yapi,2016-05-30T09:09:09Z,2025-08-20T14:42:39Z,JavaScript,141,1,1536,922,37.51
sxyazi/yazi,2023-07-08T11:45:55Z,2025-08-20T23:25:25Z,Rust,952,27,0,0,0.0
JaidedAI/EasyOCR,2020-03-14T11:46:39Z,2025-08-20T21:06:48Z,Python,0,23,0,0,0.0
flameshot-org/flameshot,2017-05-10T19:44:51Z,2025-08-20T20:23:00Z,C++,0,30,0,0,0.0
tj/commander.js,2011-08-14T21:33:58Z,2025-08-20T13:38:31Z,JavaScript,0,30,0,0,0.0
imDazui/Tvlist-awesome-m3u-m3u8,2017-02-18T03:59:25Z,2025-08-20T15:24:56Z,,0,0,0,0,0.0
svc-develop-team/so-vits-svc,2023-03-10T09:31:09Z,2025-08-20T15:03:54Z,Python,0,0,0,0,0.0
